x,y,z
560.000039,-559.999961,-5
560.000039,-559.999961,-5
560.000039,-559.999961,-5
560.000039,-559.999961,-5
560.000039,-559.999961,-5
560.000039,-559.999961,-5
560.000039,-559.999961,-5
560.000039,-559.999961,-5
560.000039,-559.999961,-5
560.000039,-560,-5
560.002188,-559.948359,-5
560.003164,-559.776641,-5
560.004414,-559.562266,-5
560.018242,-559.24457,-5
560.064687,-558.851172,-5
560.161797,-558.389414,-5
560.305859,-557.929961,-5
560.551953,-557.372617,-5
560.903672,-556.791289,-5
561.310234,-556.267148,-5
561.876641,-555.681015,-5
562.472617,-555.199571,-5
563.22707,-554.757734,-5
564.11293,-554.397461,-5
565.004922,-554.172969,-5
566.105351,-554.070859,-5
567.285117,-554.132773,-5
568.532929,-554.322461,-5
569.701523,-554.542851,-5
571.090156,-554.766562,-5
572.556093,-554.920625,-5
573.920116,-554.983438,-5
575.514609,-554.951133,-5
576.970781,-554.814922,-5
578.592733,-554.550469,-5
579.943359,-554.228516,-5
581.303125,-553.780938,-5
582.476288,-553.270703,-5
583.359688,-552.790117,-5
584.193827,-552.253594,-5
584.804335,-551.780313,-5
585.363438,-551.245039,-5
585.839102,-550.728672,-5
586.25082,-550.320469,-5
586.699686,-549.8875,-5
587.107538,-549.515235,-5
587.607967,-549.1175,-5
588.158438,-548.729805,-5
588.690273,-548.385742,-5
589.336952,-548.00168,-5
589.955936,-547.67836,-5
590.686483,-547.326563,-5
591.434881,-546.991406,-5
592.098595,-546.709336,-5
592.833008,-546.40832,-5
593.550701,-546.134532,-5
594.173046,-545.903126,-5
594.855587,-545.649336,-5
595.527344,-545.404727,-5
596.121212,-545.187735,-5
596.791992,-544.938437,-5
597.396015,-544.711992,-5
598.085857,-544.45043,-5
598.708202,-544.211133,-5
599.415977,-543.934767,-5
600.049061,-543.68504,-5
600.755585,-543.403946,-5
601.454998,-543.121523,-5
602.076599,-542.869259,-5
602.775196,-542.585001,-5
603.394802,-542.332344,-5
604.090664,-542.048281,-5
604.707928,-541.795704,-5
605.401173,-541.511759,-5
606.016483,-541.259844,-5
606.708164,-540.976446,-5
607.399883,-540.693087,-5
608.015194,-540.44125,-5
608.708164,-540.15789,-5
609.324844,-539.905821,-5
610.019451,-539.622149,-5
610.637146,-539.370001,-5
611.332657,-539.086329,-5
611.950779,-538.834219,-5
612.646053,-538.550938,-5
613.26363,-538.299454,-5
613.958321,-538.016445,-5
614.652889,-537.733398,-5
615.270077,-537.482071,-5
615.964413,-537.199415,-5
616.658749,-536.916758,-5
617.275936,-536.66543,-5
617.970272,-536.382421,-5
618.587616,-536.130859,-5
619.282341,-535.847853,-5
619.97707,-535.564844,-5
620.594528,-535.31332,-5
621.289257,-535.030352,-5
621.983944,-534.747345,-5
622.601406,-534.495821,-5
623.295818,-534.212812,-5
623.990192,-533.929806,-5
624.607384,-533.678244,-5
625.30172,-533.395235,-5
625.918907,-533.143673,-5
626.613358,-532.860664,-5
627.308044,-532.577658,-5
627.925545,-532.326094,-5
628.620232,-532.043125,-5
629.237732,-531.791603,-5
629.932419,-531.508595,-5
630.627106,-531.225586,-5
631.244606,-530.974024,-5
631.939293,-530.691017,-5
632.63398,-530.408009,-5
633.328667,-530.125,-5
633.946167,-529.873438,-5
634.640862,-529.590431,-5
635.335548,-529.307423,-5
635.953049,-529.055861,-5
636.647736,-528.772852,-5
637.342422,-528.489845,-5
637.959923,-528.238281,-5
638.65461,-527.955273,-5
639.27211,-527.703712,-5
639.966797,-527.420704,-5
640.661484,-527.137695,-5
641.278984,-526.886135,-5
641.973671,-526.603127,-5
642.668358,-526.320118,-5
643.285858,-526.068554,-5
643.980545,-525.785549,-5
644.675232,-525.502541,-5
645.292732,-525.250977,-5
645.987381,-524.967968,-5
646.682068,-524.684963,-5
647.299568,-524.433399,-5
647.994255,-524.150391,-5
648.688942,-523.867382,-5
649.306442,-523.615822,-5
650.001129,-523.332813,-5
650.695816,-523.049805,-5
651.313316,-522.798244,-5
652.008003,-522.515236,-5
652.625504,-522.263672,-5
653.320152,-521.980663,-5
653.937614,-521.729103,-5
654.632263,-521.446095,-5
655.249763,-521.19453,-5
655.94445,-520.911526,-5
656.561951,-520.659962,-5
657.256638,-520.376953,-5
657.951324,-520.093945,-5
658.568825,-519.842384,-5
659.263512,-519.559376,-5
659.881012,-519.307812,-5
660.575699,-519.024807,-5
661.193199,-518.773243,-5
661.887886,-518.490234,-5
662.505386,-518.238674,-5
663.200073,-517.955666,-5
663.817574,-517.704102,-5
664.51226,-517.421093,-5
665.129761,-517.169533,-5
665.824448,-516.886524,-5
666.519135,-516.603516,-5
667.136635,-516.351955,-5
667.831329,-516.068947,-5
668.448822,-515.817383,-5
669.143517,-515.534374,-5
669.761017,-515.282814,-5
670.455704,-514.999805,-5
671.073204,-514.748241,-5
671.767891,-514.465237,-5
672.462578,-514.182228,-5
673.080078,-513.930664,-5
673.774765,-513.647655,-5
674.392265,-513.396095,-5
675.086952,-513.113087,-5
675.704453,-512.861523,-5
676.399063,-512.578518,-5
677.016563,-512.326954,-5
677.711327,-512.043945,-5
678.328827,-511.792385,-5
679.023514,-511.509377,-5
679.718124,-511.226368,-5
680.335625,-510.974804,-5
681.030312,-510.691799,-5
681.647812,-510.440235,-5
682.342499,-510.157227,-5
682.959999,-509.905666,-5
683.654839,-509.622578,-5
684.272339,-509.370979,-5
684.967026,-509.087971,-5
685.661713,-508.804924,-5
686.279213,-508.55336,-5
686.9739,-508.270393,-5
687.5914,-508.018791,-5
688.286087,-507.735783,-5
688.903595,-507.484219,-5
689.598282,-507.201214,-5
690.292969,-506.918205,-5
690.910461,-506.666641,-5
691.605148,-506.383633,-5
692.222656,-506.132072,-5
692.917343,-505.849064,-5
693.534836,-505.5975,-5
694.229523,-505.314495,-5
694.92421,-505.031487,-5
695.541718,-504.779922,-5
696.236404,-504.496914,-5
696.853897,-504.245354,-5
697.548584,-503.962345,-5
698.166092,-503.710781,-5
698.860779,-503.427776,-5
699.555466,-503.144768,-5
700.172958,-502.893204,-5
700.867661,-502.610195,-5
701.562347,-502.32719,-5
702.17984,-502.075588,-5
702.874527,-501.79258,-5
703.492035,-501.541016,-5
704.186722,-501.257969,-5
704.881409,-500.974964,-5
705.498901,-500.7234,-5
706.193588,-500.440392,-5
706.811096,-500.188831,-5
707.505783,-499.905823,-5
708.20047,-499.622814,-5
708.817963,-499.37125,-5
709.51265,-499.088245,-5
710.130158,-498.836681,-5
710.824844,-498.553673,-5
711.442337,-498.302113,-5
712.137024,-498.019104,-5
712.831711,-497.736095,-5
713.449219,-497.484531,-5
714.143906,-497.201527,-5
714.761398,-496.949963,-5
715.456085,-496.666954,-5
716.150772,-496.383945,-5
716.76828,-496.132385,-5
717.462967,-495.849373,-5
718.157654,-495.566368,-5
718.775147,-495.314804,-5
719.469833,-495.031799,-5
720.16452,-494.748787,-5
720.782028,-494.497231,-5
721.476715,-494.214027,-5
722.094208,-493.962349,-5
722.78891,-493.679337,-5
723.483597,-493.396332,-5
724.10109,-493.144768,-5
724.795776,-492.861763,-5
725.490463,-492.578751,-5
726.107971,-492.327148,-5
726.802658,-492.044144,-5
727.420151,-491.79258,-5
728.114838,-491.509575,-5
728.809525,-491.226563,-5
729.427033,-490.974998,-5
730.121719,-490.691994,-5
730.816406,-490.408989,-5
731.433899,-490.157425,-5
732.128586,-489.874413,-5
732.746094,-489.622856,-5
733.440781,-489.339844,-5
734.135468,-489.056839,-5
734.830154,-488.773827,-5
735.447647,-488.52227,-5
736.142426,-488.239182,-5
736.837112,-487.956177,-5
737.454605,-487.704613,-5
738.149292,-487.4216,-5
738.843979,-487.138596,-5
739.461487,-486.887032,-5
740.156174,-486.604027,-5
740.773666,-486.352386,-5
741.468353,-486.069374,-5
742.16304,-485.786369,-5
742.780548,-485.534805,-5
743.475235,-485.251762,-5
744.169922,-484.96875,-5
744.787415,-484.717186,-5
745.482101,-484.434143,-5
746.176788,-484.151093,-5
746.794296,-483.899536,-5
747.488983,-483.616486,-5
748.106476,-483.364845,-5
748.801163,-483.081841,-5
749.49585,-482.798828,-5
750.190537,-482.515823,-5
750.808044,-482.264221,-5
751.502731,-481.981216,-5
752.120224,-481.729652,-5
752.814911,-481.44664,-5
753.432419,-481.195084,-5
754.127106,-480.912071,-5
754.821793,-480.629066,-5
755.439285,-480.377464,-5
756.133987,-480.094452,-5
756.828674,-479.811409,-5
757.446167,-479.559845,-5
758.140854,-479.27684,-5
758.758362,-479.025238,-5
759.453049,-478.742149,-5
760.070541,-478.490547,-5
760.765228,-478.207542,-5
761.382736,-477.955978,-5
762.077423,-477.672974,-5
762.77211,-477.389961,-5
763.389603,-477.138397,-5
764.08429,-476.855392,-5
764.70195,-476.603752,-5
765.396637,-476.320747,-5
766.091324,-476.037735,-5
766.708817,-475.786171,-5
767.403503,-475.503166,-5
768.021011,-475.251602,-5
768.715698,-474.968597,-5
769.410385,-474.685585,-5
770.027893,-474.434029,-5
770.72258,-474.151016,-5
771.417267,-473.868011,-5
772.03476,-473.616333,-5
772.729523,-473.333206,-5
773.347031,-473.081642,-5
774.041794,-472.798553,-5
774.736481,-472.515549,-5
775.353973,-472.263985,-5
776.04866,-471.98098,-5
776.666168,-471.729416,-5
