x,y,z
560.000039 ,-560.000039 ,-5
560.000039 ,-560.000039 ,-5
560.000039 ,-560.000039 ,-5
560.000039 ,-560.000039 ,-5
560.000039 ,-560.000039 ,-5
560.000039 ,-560.000039 ,-5
560.000039 ,-560.000039 ,-5
560.000039 ,-560.000039 ,-5
560.000039 ,-560.000039 ,-5
560.000039 ,-560.000039 ,-5
560.000039 ,-560.000039 ,-5
560.030898 ,-560.003984 ,-5
560.179805 ,-560.015195 ,-5
560.405547 ,-560.037187 ,-5
560.710625 ,-560.083555 ,-5
561.087930 ,-560.170039 ,-5
561.528398 ,-560.314258 ,-5
562.076562 ,-560.563672 ,-5
562.604766 ,-560.886055 ,-5
563.148515 ,-561.312109 ,-5
563.689336 ,-561.849102 ,-5
564.209961 ,-562.501680 ,-5
564.676094 ,-563.237187 ,-5
565.075000 ,-564.056133 ,-5
565.423086 ,-564.996133 ,-5
565.722304 ,-566.045938 ,-5
566.015039 ,-567.325586 ,-5
566.260937 ,-568.568594 ,-5
566.503203 ,-569.890976 ,-5
566.751875 ,-571.287382 ,-5
567.019844 ,-572.752812 ,-5
567.316679 ,-574.282812 ,-5
567.649687 ,-575.873672 ,-5
568.023984 ,-577.521835 ,-5
568.437656 ,-579.199648 ,-5
568.870742 ,-580.814178 ,-5
569.308437 ,-582.304804 ,-5
569.743047 ,-583.645117 ,-5
570.168906 ,-584.824570 ,-5
570.579570 ,-585.839922 ,-5
570.973320 ,-586.702108 ,-5
571.349921 ,-587.440077 ,-5
571.712265 ,-588.085117 ,-5
572.067305 ,-588.661367 ,-5
572.415117 ,-589.191757 ,-5
572.803320 ,-589.762421 ,-5
573.162851 ,-590.290077 ,-5
573.531640 ,-590.851563 ,-5
573.912343 ,-591.453320 ,-5
574.303555 ,-592.096756 ,-5
574.703437 ,-592.777069 ,-5
575.105586 ,-593.483280 ,-5
575.544453 ,-594.284100 ,-5
575.922265 ,-594.999451 ,-5
576.278633 ,-595.699062 ,-5
576.614805 ,-596.381092 ,-5
576.932499 ,-597.045506 ,-5
577.235468 ,-597.695740 ,-5
577.529100 ,-598.339958 ,-5
577.818983 ,-598.986992 ,-5
578.110233 ,-599.643517 ,-5
578.405937 ,-600.313320 ,-5
578.740507 ,-601.074219 ,-5
579.046444 ,-601.771290 ,-5
579.355898 ,-602.475349 ,-5
579.663399 ,-603.173046 ,-5
579.968594 ,-603.863281 ,-5
580.274414 ,-604.552967 ,-5
580.580429 ,-605.241016 ,-5
580.886484 ,-605.926758 ,-5
581.192148 ,-606.609489 ,-5
581.497812 ,-607.290039 ,-5
581.803789 ,-607.969452 ,-5
582.110508 ,-608.648945 ,-5
582.418242 ,-609.329296 ,-5
582.727108 ,-610.010937 ,-5
583.071640 ,-610.770000 ,-5
583.382421 ,-611.454178 ,-5
583.693827 ,-612.139061 ,-5
584.004765 ,-612.822536 ,-5
584.315781 ,-613.506248 ,-5
584.626913 ,-614.189880 ,-5
584.937616 ,-614.872734 ,-5
585.248398 ,-615.555389 ,-5
585.559217 ,-616.237774 ,-5
585.869726 ,-616.919880 ,-5
586.180155 ,-617.601913 ,-5
586.490585 ,-618.283981 ,-5
586.801016 ,-618.966404 ,-5
587.146328 ,-619.724686 ,-5
587.457109 ,-620.407421 ,-5
587.767813 ,-621.090195 ,-5
588.078514 ,-621.772930 ,-5
588.388985 ,-622.455624 ,-5
588.699413 ,-623.138359 ,-5
589.009844 ,-623.820740 ,-5
589.320234 ,-624.503120 ,-5
589.630663 ,-625.185509 ,-5
589.941093 ,-625.868202 ,-5
590.251522 ,-626.550934 ,-5
590.561953 ,-627.233711 ,-5
590.906836 ,-627.992577 ,-5
591.217226 ,-628.675545 ,-5
591.527617 ,-629.358513 ,-5
591.838007 ,-630.041603 ,-5
592.148357 ,-630.724533 ,-5
592.458435 ,-631.407227 ,-5
592.768517 ,-632.089958 ,-5
593.078594 ,-632.772697 ,-5
593.423359 ,-633.531288 ,-5
593.733788 ,-634.214020 ,-5
594.044216 ,-634.896759 ,-5
594.354649 ,-635.579491 ,-5
594.665077 ,-636.262222 ,-5
594.975506 ,-636.944962 ,-5
595.285938 ,-637.627693 ,-5
595.630859 ,-638.386284 ,-5
595.941288 ,-639.069023 ,-5
596.251717 ,-639.751793 ,-5
596.561874 ,-640.434532 ,-5
596.871952 ,-641.117264 ,-5
597.182186 ,-641.799995 ,-5
597.492615 ,-642.482735 ,-5
597.803047 ,-643.165466 ,-5
598.113476 ,-643.848198 ,-5
598.423866 ,-644.530937 ,-5
598.768749 ,-645.289528 ,-5
599.079140 ,-645.972267 ,-5
599.389492 ,-646.654999 ,-5
599.699883 ,-647.337730 ,-5
600.010273 ,-648.020470 ,-5
600.320583 ,-648.703239 ,-5
600.630665 ,-649.385971 ,-5
600.975193 ,-650.144569 ,-5
601.285271 ,-650.827301 ,-5
601.595547 ,-651.510040 ,-5
601.905975 ,-652.192772 ,-5
602.216404 ,-652.875504 ,-5
602.526836 ,-653.558243 ,-5
602.837265 ,-654.240974 ,-5
603.147694 ,-654.923706 ,-5
603.458122 ,-655.606483 ,-5
603.768555 ,-656.289215 ,-5
604.078983 ,-656.971954 ,-5
604.389374 ,-657.654686 ,-5
604.699764 ,-658.337418 ,-5
605.009922 ,-659.020157 ,-5
605.320000 ,-659.702888 ,-5
605.630077 ,-660.385620 ,-5
605.940193 ,-661.068359 ,-5
606.250626 ,-661.751091 ,-5
606.561054 ,-662.433823 ,-5
606.871483 ,-663.116562 ,-5
607.181911 ,-663.799294 ,-5
607.492344 ,-664.482025 ,-5
607.802773 ,-665.164764 ,-5
608.113201 ,-665.847496 ,-5
608.423634 ,-666.530235 ,-5
608.768555 ,-667.288826 ,-5
609.078789 ,-667.971558 ,-5
609.388866 ,-668.654297 ,-5
609.698944 ,-669.337029 ,-5
610.009335 ,-670.019760 ,-5
610.319763 ,-670.702499 ,-5
610.630196 ,-671.385231 ,-5
610.940586 ,-672.067963 ,-5
611.251015 ,-672.750702 ,-5
611.561405 ,-673.433434 ,-5
611.871796 ,-674.116173 ,-5
612.182186 ,-674.798904 ,-5
612.492538 ,-675.481636 ,-5
612.802773 ,-676.164375 ,-5
613.112850 ,-676.847107 ,-5
613.422928 ,-677.529839 ,-5
613.733086 ,-678.212578 ,-5
614.043514 ,-678.895309 ,-5
614.388435 ,-679.653900 ,-5
614.698868 ,-680.336639 ,-5
615.009296 ,-681.019371 ,-5
615.319725 ,-681.702110 ,-5
615.630154 ,-682.384842 ,-5
615.940586 ,-683.067574 ,-5
616.251015 ,-683.750313 ,-5
